// USER CHART SHEET exported by JRC ECDIS.
// <<NOTE>>This strings // indicate comment column/cells. You can edit freely.
// - NGAs,,IN USE
// POLYGON
// Comment
// Lat,,,Lon,Add "END" to the end of vertex.
POLYGON

// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,19.656,S,153,11.665,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,20.015,S,153,11.689,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,20.008,S,153,11.409,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,20.264,S,153,11.498,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,20.338,S,153,11.226,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,20.530,S,153,11.314,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,20.667,S,153,10.979,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,20.839,S,153,11.096,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,20.927,S,153,10.739,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,21.121,S,153,10.914,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,21.282,S,153,10.524,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,21.706,S,153,10.257,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,22.200,S,153,09.916,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,22.506,S,153,09.701,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,23.049,S,153,09.169,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,23.234,S,153,09.139,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,23.363,S,153,09.216,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

27,23.488,S,153,09.283,E,0,20,
// POLYGON
// Comment
// Lat,,,Lon,Add "END" to the end of vertex.
POLYGON

34,27.542,S,150,55.596,E
34,27.229,S,150,55.577,E
34,27.017,S,150,55.764,E
34,27.055,S,150,55.881,E
